,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Age_cat,Years_Exper,Sal_Cat
3767,30.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0,Twenties,0-5,Medium
3768,23.0,Male,High School,Junior Sales Associate,1.0,30000.0,Twenties,0-5,Low
3769,28.0,Female,Master's Degree,Software Developer,5.0,70000.0,Twenties,0-5,Medium
3770,34.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0,Thirties,6-10,Medium
3771,25.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0,Twenties,0-5,Low
3772,41.0,Male,PhD,Data Scientist,12.0,130000.0,Forties,11-15,High
3773,33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Thirties,6-10,Medium
3774,26.0,Male,High School,Junior Sales Associate,2.0,35000.0,Twenties,0-5,Low
3775,37.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Thirties,6-10,High
3776,29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Twenties,0-5,Medium
3777,46.0,Male,PhD,Data Scientist,18.0,180000.0,Forties,16-20,Very High
3778,26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Twenties,0-5,Low
3779,39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Thirties,11-15,High
3780,32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Thirties,6-10,Medium
3781,28.0,Female,High School,Junior Sales Associate,1.0,30000.0,Twenties,0-5,Low
3782,43.0,Male,PhD,Data Scientist,16.0,160000.0,Forties,16-20,Very High
3783,27.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Twenties,0-5,Medium
3784,35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Thirties,6-10,Medium
3785,30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Twenties,0-5,Medium
3786,26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Twenties,0-5,Low
3787,41.0,Male,PhD,Data Scientist,13.0,140000.0,Forties,11-15,High
3889,24.0,Male,Bachelor's Degree,Software Engineer,2.0,55000.0,Twenties,0-5,Medium
3890,32.0,Female,Master's Degree,Marketing Manager,7.0,90000.0,Thirties,6-10,Medium
3891,45.0,Male,PhD,Data Scientist,16.0,160000.0,Forties,16-20,Very High
3892,28.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,60000.0,Twenties,0-5,Medium
3893,22.0,Male,High School,Junior Sales Associate,1.0,25000.0,Twenties,0-5,Low
3895,36.0,Male,Bachelor's Degree,Operations Manager,8.0,100000.0,Thirties,6-10,Medium
3896,27.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,45000.0,Twenties,0-5,Low
3897,42.0,Male,PhD,Data Scientist,14.0,140000.0,Forties,11-15,High
3899,25.0,Male,High School,Junior Sales Associate,2.0,30000.0,Twenties,0-5,Low
3900,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,Thirties,11-15,High
3902,47.0,Male,PhD,Data Scientist,19.0,190000.0,Forties,16-20,Very High
3904,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,Thirties,11-15,High
3905,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,Thirties,6-10,Medium
3906,29.0,Female,High School,Junior Sales Associate,1.0,25000.0,Twenties,0-5,Low
3908,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Twenties,0-5,Medium
3909,36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,Thirties,6-10,Medium
3910,31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Thirties,6-10,Medium
3914,26.0,Male,High School,Junior Sales Associate,2.0,30000.0,Twenties,0-5,Low
4014,31.0,Male,Bachelor's Degree,Software Engineer,5.0,80000.0,Thirties,0-5,Medium
4015,27.0,Female,Master's Degree,Marketing Manager,3.0,60000.0,Twenties,0-5,Medium
4016,38.0,Male,PhD,Data Scientist,12.0,130000.0,Thirties,11-15,High
4017,29.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,45000.0,Twenties,0-5,Low
4018,23.0,Male,High School,Junior Sales Associate,1.0,25000.0,Twenties,0-5,Low
4019,32.0,Female,Master's Degree,Software Developer,7.0,90000.0,Thirties,6-10,Medium
4020,44.0,Male,Bachelor's Degree,Operations Manager,18.0,170000.0,Forties,16-20,Very High
4021,26.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,40000.0,Twenties,0-5,Low
4022,40.0,Male,PhD,Data Scientist,15.0,150000.0,Thirties,11-15,High
4023,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,Thirties,6-10,Medium
4024,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,Twenties,0-5,Low
4025,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Thirties,6-10,High
4026,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,Twenties,0-5,Medium
4027,49.0,Male,PhD,Data Scientist,22.0,220000.0,Forties,21-25,Top Tier
4028,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,Twenties,0-5,Low
4029,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,Forties,11-15,High
4030,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,Thirties,6-10,High
4031,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,Twenties,0-5,Low
4033,29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,Twenties,0-5,Medium
4034,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,Thirties,11-15,High
4035,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,Thirties,6-10,Medium
4036,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,Twenties,0-5,Low
4139,34.0,Male,Bachelor's Degree,Software Engineer,6.0,85000.0,Thirties,6-10,Medium
4140,31.0,Female,Master's Degree,Marketing Manager,4.0,62000.0,Thirties,0-5,Medium
4141,41.0,Male,PhD,Data Scientist,13.0,138000.0,Forties,11-15,High
4142,27.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0,Twenties,0-5,Low
4143,25.0,Male,High School,Junior Sales Associate,1.0,26000.0,Twenties,0-5,Low
4144,33.0,Female,Master's Degree,Software Developer,8.0,95000.0,Thirties,6-10,Medium
4145,45.0,Male,Bachelor's Degree,Operations Manager,19.0,174000.0,Forties,16-20,Very High
4146,28.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,41000.0,Twenties,0-5,Low
4147,42.0,Male,PhD,Data Scientist,16.0,162000.0,Forties,16-20,Very High
4148,34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,Thirties,6-10,Medium
4149,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,Twenties,0-5,Low
4150,36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,Thirties,11-15,High
4151,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,Twenties,0-5,Medium
4152,50.0,Male,PhD,Data Scientist,23.0,225000.0,Forties,21-25,Top Tier
4153,27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,Twenties,0-5,Low
4154,43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,Forties,11-15,High
4155,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,Thirties,6-10,High
4156,29.0,Female,High School,Junior Sales Associate,1.0,26000.0,Twenties,0-5,Low
4157,44.0,Male,PhD,Data Scientist,17.0,168000.0,Forties,16-20,Very High
4158,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,Twenties,6-10,Medium
4159,40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,Thirties,11-15,High
4160,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,Thirties,6-10,Medium
4161,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,Twenties,0-5,Low
4162,43.0,Male,PhD,Data Scientist,16.0,162000.0,Forties,16-20,Very High
4264,32.0,Female,Master's Degree,Software Developer,8.0,95000.0,Thirties,6-10,Medium
4267,24.0,Male,High School,Junior Sales Associate,1.0,26000.0,Twenties,0-5,Low
4268,31.0,Female,Master's Degree,Marketing Manager,5.0,68000.0,Thirties,0-5,Medium
4269,39.0,Male,Bachelor's Degree,Operations Manager,13.0,127000.0,Thirties,11-15,High
4270,25.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0,Twenties,0-5,Low
4271,41.0,Male,PhD,Data Scientist,15.0,155000.0,Forties,11-15,Very High
4272,35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,Thirties,6-10,Medium
4273,26.0,Male,High School,Junior Sales Associate,1.0,26000.0,Twenties,0-5,Low
4274,37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0,Thirties,11-15,High
4275,29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0,Twenties,0-5,Medium
4276,51.0,Male,PhD,Data Scientist,24.0,240000.0,Fifties,21-25,Top Tier
4277,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,Twenties,0-5,Low
4278,44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,Forties,11-15,Very High
4279,38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,Thirties,11-15,High
4280,30.0,Female,High School,Junior Sales Associate,1.0,26000.0,Twenties,0-5,Low
4281,45.0,Male,PhD,Data Scientist,19.0,190000.0,Forties,16-20,Very High
4282,31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,Thirties,6-10,Medium
4283,41.0,Female,Master's Degree,Marketing Coordinator,13.0,131000.0,Forties,11-15,High
4284,34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0,Thirties,6-10,High
4285,30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,Twenties,0-5,Low
4286,44.0,Male,PhD,Data Scientist,18.0,182000.0,Forties,16-20,Very High
4389,27.0,Male,Bachelor's Degree,Software Developer,3.0,62000.0,Twenties,0-5,Medium
4390,42.0,Female,Master's Degree,Marketing Manager,16.0,137000.0,Forties,16-20,High
4391,35.0,Male,PhD,Data Scientist,9.0,112000.0,Thirties,6-10,High
4393,33.0,Male,High School,Junior Sales Associate,1.0,25000.0,Thirties,0-5,Low
4394,36.0,Female,Bachelor's Degree,Operations Manager,7.0,91000.0,Thirties,6-10,Medium
4395,43.0,Male,PhD,Data Scientist,17.0,179000.0,Forties,16-20,Very High
4396,31.0,Female,Bachelor's Degree,Software Engineer,5.0,74000.0,Thirties,0-5,Medium
4397,49.0,Male,Master's Degree,Marketing Manager,23.0,228000.0,Forties,21-25,Top Tier
4398,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,37000.0,Twenties,0-5,Low
4399,45.0,Female,PhD,Data Scientist,19.0,193000.0,Forties,16-20,Very High
4401,30.0,Female,High School,Junior Sales Associate,1.0,25000.0,Twenties,0-5,Low
4402,45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0,Forties,16-20,Top Tier
4403,27.0,Female,Bachelor's Degree,Software Developer,3.0,61000.0,Twenties,0-5,Medium
4404,41.0,Male,PhD,Data Scientist,15.0,157000.0,Forties,11-15,Very High
4405,35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0,Thirties,6-10,Medium
4406,26.0,Male,Bachelor's Degree,Software Engineer,1.0,52000.0,Twenties,0-5,Medium
4407,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0,Twenties,0-5,Medium
4408,48.0,Male,PhD,Data Scientist,22.0,219000.0,Forties,21-25,Top Tier
4409,32.0,Female,Master's Degree,Marketing Manager,6.0,77000.0,Thirties,6-10,Medium
4410,34.0,Male,Bachelor's Degree,Operations Manager,8.0,104000.0,Thirties,6-10,High
4411,31.0,Female,High School,Junior Sales Associate,1.0,25000.0,Thirties,0-5,Low
4414,44.0,Female,PhD,Data Scientist,18.0,183000.0,Forties,16-20,Very High
4515,31.0,Female,Master's Degree,Director of HR,6.0,95000.0,Thirties,6-10,Medium
4516,28.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Twenties,0-5,Low
4517,29.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,Twenties,0-5,Medium
4518,35.0,Male,PhD,Senior Human Resources Manager,10.0,110000.0,Thirties,6-10,High
4519,26.0,Female,High School,Web Developer,1.0,35000.0,Twenties,0-5,Low
4520,32.0,Male,Bachelor's Degree,Junior HR Generalist,5.0,60000.0,Thirties,0-5,Medium
4521,27.0,Female,Master's Degree,Web Developer,2.0,50000.0,Twenties,0-5,Low
4522,39.0,Male,Master's Degree,Director of HR,12.0,120000.0,Thirties,11-15,High
4523,23.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0,Twenties,0-5,Low
4524,30.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Twenties,0-5,Medium
4525,26.0,Female,Bachelor's Degree,Junior HR Coordinator,1.0,35000.0,Twenties,0-5,Low
4526,42.0,Male,PhD,Senior Human Resources Manager,14.0,130000.0,Forties,11-15,High
4527,34.0,Female,Master's Degree,Director of HR,9.0,95000.0,Thirties,6-10,Medium
4528,28.0,Male,High School,Juniour HR Generalist,2.0,43000.0,Twenties,0-5,Low
4529,31.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,50000.0,Thirties,0-5,Low
4530,29.0,Male,Bachelor's Degree,Web Developer,3.0,60000.0,Twenties,0-5,Medium
4531,35.0,Female,Master's Degree,Senior HR Generalist,8.0,80000.0,Thirties,6-10,Medium
4532,26.0,Male,Master's Degree,Junior Web Developer,2.0,48000.0,Twenties,0-5,Low
4533,40.0,Female,PhD,Director of HR,13.0,125000.0,Thirties,11-15,High
4534,34.0,Male,Bachelor's Degree,Web Developer,7.0,85000.0,Thirties,6-10,Medium
4535,26.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0,Twenties,0-5,Low
4536,29.0,Male,Master's Degree,Senior HR Generalist,4.0,70000.0,Twenties,0-5,Medium
4537,25.0,Female,High School,Juniour HR Coordinator,1.0,32000.0,Twenties,0-5,Low
4538,33.0,Male,Master's Degree,Web Developer,6.0,80000.0,Thirties,6-10,Medium
4539,27.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0,Twenties,0-5,Low
4540,31.0,Male,PhD,Senior Human Resources Manager,7.0,90000.0,Thirties,6-10,Medium
4542,24.0,Male,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Twenties,0-5,Low
4543,42.0,Female,Master's Degree,Senior HR Generalist,12.0,110000.0,Forties,11-15,High
4544,34.0,Male,Master's Degree,Director of HR,10.0,105000.0,Thirties,6-10,High
4545,28.0,Female,Bachelor's Degree,Junior HR Generalist,3.0,50000.0,Twenties,0-5,Low
4546,33.0,Male,PhD,Director of HR,8.0,95000.0,Thirties,6-10,Medium
4547,29.0,Female,Bachelor's Degree,Web Developer,3.0,60000.0,Twenties,0-5,Medium
4548,25.0,Male,High School,Junior HR Generalist,2.0,40000.0,Twenties,0-5,Low
4549,26.0,Female,Master's Degree,Senior HR Generalist,2.0,55000.0,Twenties,0-5,Medium
4550,30.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Twenties,0-5,Medium
4551,24.0,Female,High School,Juniour HR Coordinator,1.0,32000.0,Twenties,0-5,Low
4552,31.0,Male,Master's Degree,Director of HR,7.0,90000.0,Thirties,6-10,Medium
4553,27.0,Female,Bachelor's Degree,Web Developer,2.0,50000.0,Twenties,0-5,Low
4555,26.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0,Twenties,0-5,Low
4556,32.0,Male,Master's Degree,Web Developer,6.0,80000.0,Thirties,6-10,Medium
4558,25.0,Male,High School,Web Developer,2.0,45000.0,Twenties,0-5,Low
4559,33.0,Female,Bachelor's Degree,Junior HR Generalist,7.0,65000.0,Thirties,6-10,Medium
4560,27.0,Male,Master's Degree,Web Developer,2.0,50000.0,Twenties,0-5,Low
4561,28.0,Female,Bachelor's Degree,Junior HR Coordinator,3.0,45000.0,Twenties,0-5,Low
4562,34.0,Male,PhD,Director of HR,9.0,95000.0,Thirties,6-10,Medium
4563,30.0,Female,Bachelor's Degree,Web Developer,4.0,65000.0,Twenties,0-5,Medium
4564,26.0,Male,Bachelor's Degree,Junior HR Coordinator,2.0,38000.0,Twenties,0-5,Low
4565,42.0,Female,Master's Degree,Senior Human Resources Manager,13.0,125000.0,Forties,11-15,High
4566,34.0,Male,Master's Degree,Web Developer,8.0,90000.0,Thirties,6-10,Medium
4567,28.0,Female,High School,Juniour HR Generalist,2.0,43000.0,Twenties,0-5,Low
4568,31.0,Male,Bachelor's Degree,Junior HR Generalist,5.0,60000.0,Thirties,0-5,Medium
4569,29.0,Female,Master's Degree,Web Developer,3.0,60000.0,Twenties,0-5,Medium
4571,26.0,Female,Bachelor's Degree,Web Developer,1.0,35000.0,Twenties,0-5,Low
4572,32.0,Male,Master's Degree,Director of HR,6.0,95000.0,Thirties,6-10,Medium
4573,27.0,Female,Master's Degree,Junior HR Generalist,2.0,42000.0,Twenties,0-5,Low
4574,39.0,Male,Master's Degree,Senior HR Generalist,11.0,100000.0,Thirties,11-15,Medium
4575,23.0,Female,Bachelor's Degree,Junior HR Coordinator,1.0,32000.0,Twenties,0-5,Low
4578,42.0,Male,PhD,Director of HR,14.0,130000.0,Forties,11-15,High
4580,28.0,Male,High School,Junior Web Developer,2.0,43000.0,Twenties,0-5,Low
4589,25.0,Female,High School,Junior HR Coordinator,1.0,32000.0,Twenties,0-5,Low
4633,31.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,500.0,Thirties,0-5,Low
4634,27.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0,Twenties,0-5,Low
4635,33.0,Male,Master's Degree,Senior Data Scientist,8.0,120000.0,Thirties,6-10,High
4636,29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0,Twenties,0-5,Medium
4637,31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0,Thirties,0-5,Medium
4638,38.0,Female,PhD,Senior Research Scientist,12.0,140000.0,Thirties,11-15,High
4639,25.0,Male,High School,Junior Sales Associate,1.0,30000.0,Twenties,0-5,Low
4640,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0,Thirties,6-10,Medium
4641,27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0,Twenties,0-5,Low
4642,29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0,Twenties,0-5,Medium
4643,35.0,Male,PhD,Senior Research Scientist,10.0,130000.0,Thirties,6-10,High
4644,26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0,Twenties,0-5,Low
4755,28.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,Twenties,0-5,Low
4756,36.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,Thirties,6-10,High
4757,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,Twenties,0-5,Medium
4758,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,Thirties,6-10,Medium
4759,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,Thirties,11-15,High
4760,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,Twenties,0-5,Low
4761,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,Thirties,6-10,High
4762,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,Twenties,0-5,Medium
4763,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,Twenties,0-5,Medium
4764,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,Thirties,11-15,High
4765,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,Twenties,0-5,Low
4766,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,Thirties,6-10,High
4876,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Twenties,0-5,Medium
4877,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,Twenties,6-10,High
4878,34.0,Male,PhD,Director of Marketing,12.0,170000.0,Thirties,11-15,Very High
4879,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,Thirties,6-10,High
4880,24.0,Female,High School,Sales Associate,1.0,30000.0,Twenties,0-5,Low
4881,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,Twenties,6-10,Medium
4882,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,Twenties,0-5,Medium
4883,33.0,Male,PhD,Sales Director,10.0,155000.0,Thirties,6-10,Very High
4884,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,Twenties,0-5,Low
4885,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Thirties,11-15,Very High
4886,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,Twenties,0-5,Medium
4887,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Twenties,6-10,High
4888,28.0,Female,PhD,Director of Marketing,6.0,105000.0,Twenties,6-10,High
5000,22.0,Female,High School,Sales Associate,0.0,25000.0,Twenties,0-5,Low
5001,45.0,Male,Bachelor's Degree,Financial Manager,21.0,250000.0,Forties,21-25,Top Tier
5002,31.0,Female,Master's Degree,Content Marketing Manager,8.0,120000.0,Thirties,6-10,High
5003,28.0,Male,Bachelor's Degree,Digital Marketing Manager,4.0,80000.0,Twenties,0-5,Medium
5004,29.0,Male,Bachelor's Degree,Senior Product Marketing Manager,6.0,100000.0,Twenties,6-10,Medium
5005,35.0,Female,PhD,Director of Marketing,12.0,170000.0,Thirties,11-15,Very High
5006,27.0,Male,High School,Sales Representative,3.0,50000.0,Twenties,0-5,Low
5007,33.0,Female,Bachelor's Degree,Marketing Manager,9.0,140000.0,Thirties,6-10,High
5009,25.0,Female,Bachelor's Degree,Marketing Manager,2.0,55000.0,Twenties,0-5,Medium
5011,29.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,Twenties,0-5,Medium
5124,23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,Twenties,0-5,Medium
5125,39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,Thirties,11-15,High
5126,28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,Twenties,0-5,Medium
5127,31.0,Female,PhD,Research Scientist,8.0,120000.0,Thirties,6-10,High
5128,35.0,Male,Bachelor's Degree,Project Manager,10.0,130000.0,Thirties,6-10,High
5129,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,Twenties,0-5,Low
5130,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,Forties,16-20,Very High
5131,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,Twenties,0-5,Medium
5132,33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,Thirties,6-10,High
5133,24.0,Female,High School,Sales Associate,0.0,25000.0,Twenties,0-5,Low
5134,30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Twenties,6-10,Medium
5135,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,Twenties,0-5,Medium
5136,32.0,Male,PhD,Data Scientist,9.0,140000.0,Thirties,6-10,High
5137,22.0,Female,High School,Receptionist,0.0,25000.0,Twenties,0-5,Low
5138,37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0,Thirties,11-15,High
5139,38.0,Female,Master's Degree,Marketing Director,14.0,170000.0,Thirties,11-15,Very High
5140,25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Twenties,0-5,Medium
5141,29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Twenties,0-5,Medium
5142,27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Twenties,0-5,Medium
5143,34.0,Female,PhD,Research Director,10.0,150000.0,Thirties,6-10,High
5144,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,Twenties,0-5,Low
5145,31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,Thirties,6-10,High
5247,26.0,Female,Bachelor's Degree,Social M,27.0,27.0,Twenties,21-25,Low
5248,28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,Twenties,0-5,Medium
5249,36.0,Female,Master's Degree,Marketing Director,11.0,160000.0,Thirties,11-15,Very High
5250,25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Twenties,0-5,Medium
5251,29.0,Female,PhD,Data Scientist,5.0,100000.0,Twenties,0-5,Medium
5252,33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,Thirties,6-10,High
5254,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,Forties,16-20,Very High
5255,30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,Twenties,0-5,Medium
5256,34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,Thirties,6-10,High
5257,25.0,Female,High School,Sales Associate,0.0,25000.0,Twenties,0-5,Low
5258,31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Thirties,6-10,Medium
5259,27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,Twenties,0-5,Medium
5260,33.0,Male,PhD,Research Scientist,10.0,150000.0,Thirties,6-10,High
5261,23.0,Female,High School,Receptionist,0.0,25000.0,Twenties,0-5,Low
5262,38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,Thirties,11-15,Very High
5263,39.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,Thirties,11-15,Very High
5264,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Twenties,0-5,Medium
5265,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Twenties,0-5,Medium
5266,28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Twenties,0-5,Medium
5267,35.0,Female,PhD,Research Director,11.0,160000.0,Thirties,11-15,Very High
5268,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,Twenties,0-5,Low
5269,32.0,Female,Master's Degree,Financial Manager,8.0,120000.0,Thirties,6-10,High
5373,27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,Twenties,0-5,Medium
5374,35.0,Female,Master's Degree,Marketing Director,11.0,160000.0,Thirties,11-15,Very High
5375,24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Twenties,0-5,Medium
5376,28.0,Female,PhD,Data Scientist,5.0,100000.0,Twenties,0-5,Medium
5377,32.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,Thirties,6-10,High
5378,26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,Twenties,0-5,Low
5379,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,Forties,16-20,Very High
5380,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,Twenties,0-5,Medium
5381,33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,Thirties,6-10,High
5385,32.0,Male,PhD,Research Scientist,10.0,150000.0,Thirties,6-10,High
5387,37.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,Thirties,11-15,Very High
5388,38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,Thirties,11-15,Very High
5389,27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Twenties,0-5,Medium
5390,31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Thirties,0-5,Medium
5391,29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Twenties,0-5,Medium
5392,34.0,Female,PhD,Research Director,11.0,160000.0,Thirties,11-15,Very High
5394,31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,Thirties,6-10,High
5496,26.0,Female,Bachelor's Degree,Social Media Man,7.0,100000.0,Twenties,6-10,Medium
